BLTH;NAMA GARDU;prabayar;;;paska;;;total;;;kapasitas;tanggal pengukuran;beban;% pembebanan;Kategori HI
;;daya;transaksi;kwh;daya;plg;kwh;daya tersambung total (kVa);Jumlah Pelanggan tersambung total;kWh Jual;;;;;
;;;;;;;;;;;;;;;
May-23;BE802;668200;664;39907,6;179800;163;44754;848000;827;84661,6;160;15/5/2023;130,161;81%;Kurang
May-23;BE1333;444050;350;25645,7;22000;130;26467;466050;480;52112,7;160;15/5/2023;121,626;76%;Cukup
May-23;BE1855;245700;155;11011,7;900;1;36;246600;156;11047,7;100;15/5/2023;83,906;84%;Kurang
May-23;BE1891;146300;70;7784,1;35600;5;2398;181900;75;10182,1;160;15/5/2023;40,657;25%;Baik
May-23;BD285;470300;254;22337,7;142500;111;34016;612800;365;56353,7;160;15/5/2023;106,807;67%;Cukup
May-23;BD1028;280800;197;13970,9;104050;89;25472;384850;286;39442,9;250;16/5/2023;31,188;12%;Baik
May-23;BD280;594400;488;30471,5;141700;98;41117;736100;586;71588,5;250;16/5/2023;37,45;15%;Baik
May-23;BD277;338700;284;19507,7;99850;136;42073;438550;420;61580,7;150;16/5/2023;36,252;24%;Baik
May-23;BD282;323650;212;16274,4;104050;130;33546;427700;342;49820,4;100;16/5/2023;34,251;34%;Baik
May-23;BD1083;60400;47;3424,1;47350;72;19273;107750;119;22697,1;100;16/5/2023;21,855;22%;Baik
May-23;BD279;132700;100;5678,7;33100;44;12936;165800;144;18614,7;100;16/5/2023;19,78;20%;Baik
May-23;BD278;158300;108;8597,1;62050;75;18756;220350;183;27353,1;160;16/5/2023;8,436;5%;Baik
May-23;BD286;302900;111;13225,5;312900;120;59514;615800;231;72739,5;160;16/5/2023;55,216;35%;Baik
May-23;BD1440;1300;1;64,1;3500;1;420;4800;2;484,1;200;16/5/2023;35,412;18%;Baik
May-23;BD281;21100;5;3076,5;64100;11;5718;85200;16;8794,5;250;16/5/2023;11,908;5%;Baik
May-23;BD444;0;0;0;66000;1;2640;66000;1;2640;160;16/5/2023;3,48;2%;Baik
May-23;BD1031;174000;142;9827,8;119150;111;36877;293150;253;46704,8;100;16/5/2023;29,67;30%;Baik
May-23;BD642;42700;12;2749,7;120300;22;22048;163000;34;24797,7;160;16/5/2023;17,628;11%;Baik
May-23;BD448;0;0;0;154500;3;30648;154500;3;30648;160;16/5/2023;44,178;28%;Baik
May-23;BD1556;0;0;0;0;0;0;0;0;0;100;16/5/2023;21,112;21%;Baik
May-23;BD1485;1300;1;64,1;0;0;0;1300;1;64,1;250;16/5/2023;69,832;28%;Baik
May-23;BD755;0;0;0;197000;1;10786;197000;1;10786;200;16/5/2023;20,737;10%;Baik
May-23;BD1427;0;0;0;197000;1;9941;197000;1;9941;200;16/5/2023;25,52;13%;Baik
May-23;BD284;0;0;0;197000;1;14290;197000;1;14290;250;16/5/2023;21,902;9%;Baik
May-23;BD708;36200;30;1465,3;0;0;0;36200;30;1465,3;250;16/5/2023;31,222;12%;Baik
May-23;BD952;0;0;0;197000;1;14948;197000;1;14948;250;16/5/2023;19,805;8%;Baik
May-23;BD843;0;0;0;197000;1;11383;197000;1;11383;200;16/5/2023;60,784;30%;Baik
May-23;BD1311;0;0;0;2967000;2;199085;2967000;2;199085;200;16/5/2023;59,794;30%;Baik
May-23;BD753;0;0;0;105000;1;4674;105000;1;4674;200;16/5/2023;8,369;4%;Baik
May-23;BD779;0;0;0;105000;1;5584;105000;1;5584;100;16/5/2023;3,722;4%;Baik
May-23;BD838;0;0;0;197000;1;7880;197000;1;7880;200;16/5/2023;16,747;8%;Baik
May-23;BD1310;0;0;0;197000;1;8027;197000;1;8027;250;16/5/2023;19,751;8%;Baik
May-23;BD204;18000;17;848,2;53000;1;2120;71000;18;2968,2;160;16/5/2023;3,257;2%;Baik
May-23;BD691;0;0;0;0;0;0;0;0;0;200;16/5/2023;19,32;10%;Baik
May-23;BE941;0;0;0;0;0;0;0;0;0;200;16/5/2023;7,132;4%;Baik
May-23;BE1916;335100;70;16165,4;249400;17;19829;584500;87;35994,4;250;16/5/2023;78,452;31%;Baik
May-23;BE1646;0;0;0;33000;1;2371;33000;1;2371;100;16/5/2023;64,964;65%;Cukup
May-23;BE692;498100;517;23151,3;73950;304;55746;572050;821;78897,3;160;16/5/2023;95,616;60%;Baik
May-23;BE1695;0;0;0;53000;1;3575;53000;1;3575;100;16/5/2023;32,256;32%;Baik
May-23;BE1116;254650;220;16947,5;77400;101;26909;332050;321;43856,5;160;16/5/2023;106,54;67%;Cukup
May-23;BE1542;258550;301;10964,2;76100;125;25027;334650;426;35991,2;100;16/5/2023;66,646;67%;Cukup
May-23;BE691;337500;480;19092,9;97600;182;33152;435100;662;52244,9;160;16/5/2023;107,263;67%;Cukup
May-23;BE1095;300350;425;16050,6;87750;245;47315;388100;670;63365,6;160;16/5/2023;106,067;66%;Cukup
May-23;BE1241;1800;2;151,2;198800;3;24289;200600;5;24440,2;200;16/5/2023;61,866;31%;Baik
May-23;BE768;113800;61;6482,1;210700;51;25786;324500;112;32268,1;160;16/5/2023;62,095;39%;Baik
May-23;BD1373;477550;634;29877,9;126850;122;36769;604400;756;66646,9;160;16/5/2023;62,7;39%;Baik
May-23;BD728;121200;33;5046,4;66400;27;17711;187600;60;22757,4;100;16/5/2023;18,468;18%;Baik
May-23;BD651;0;0;0;33000;1;5585;33000;1;5585;160;16/5/2023;16,008;10%;Baik
May-23;BD640;46300;19;2123,6;118000;15;11774;164300;34;13897,6;160;16/5/2023;26,432;17%;Baik
May-23;BE1553;7400;6;389;0;0;0;7400;6;389;100;17/5/2023;20,469;20%;Baik
May-23;BE762;388900;174;16484,5;128000;93;31329;516900;267;47813,5;200;17/5/2023;89,04;45%;Baik
May-23;BE1565;184300;144;9801,6;38550;80;20447;222850;224;30248,6;100;17/5/2023;57,178;57%;Baik
May-23;BE1090;0;0;0;82500;1;13166;82500;1;13166;100;17/5/2023;61,485;61%;Cukup
May-23;BE607;284950;216;14304,1;71200;131;35746;356150;347;50050,1;160;17/5/2023;74,984;47%;Baik
May-23;BE1486;124200;79;5091,7;82000;31;10963;206200;110;16054,7;160;17/5/2023;67,719;42%;Baik
May-23;BE764;99600;81;5761,9;58750;54;14993;158350;135;20754,9;160;17/5/2023;58,598;37%;Baik
May-23;BE1772;201600;239;15245,8;24750;135;19693;226350;374;34938,8;100;17/5/2023;93,604;94%;Kurang
May-23;BE765;111100;41;9880,9;121750;25;14300;232850;66;24180,9;100;17/5/2023;51,628;52%;Baik
May-23;BB762;2200;1;173,2;6600;7;623;8800;8;796,2;200;17/5/2023;22,056;11%;Baik
May-23;BE1688;0;0;0;82500;1;7971;82500;1;7971;100;17/5/2023;38,884;39%;Baik
May-23;BB1248;0;0;0;0;0;0;0;0;0;160;17/5/2023;3,051;2%;Baik
May-23;BB958;0;0;0;10600;1;453;10600;1;453;250;17/5/2023;3,52;1%;Baik
May-23;BB1503;0;0;0;0;0;0;0;0;0;100;17/5/2023;21,588;22%;Baik
May-23;BB993;0;0;0;0;0;0;0;0;0;200;17/5/2023;19,944;10%;Baik
May-23;BB981;0;0;0;197000;1;7880;197000;1;7880;200;17/5/2023;21,122;11%;Baik
May-23;BB669;277850;222;10020,1;846900;87;69514;1124750;309;79534,1;100;17/5/2023;76,277;76%;Cukup
May-23;BB1307;0;0;0;197000;1;7880;197000;1;7880;250;17/5/2023;2,817;1%;Baik
May-23;BB856;222900;60;14578,4;731300;150;173679;954200;210;188257,4;160;17/5/2023;7,744;5%;Baik
May-23;BB749;0;0;0;170000;2;6800;170000;2;6800;200;17/5/2023;14,782;7%;Baik
May-23;BB809;0;0;0;197000;1;7880;197000;1;7880;200;17/5/2023;8,683;4%;Baik
May-23;BB995;4400;2;916,5;35900;5;1834;40300;7;2750,5;100;17/5/2023;18,546;19%;Baik
May-23;BB1098;0;0;0;0;0;0;0;0;0;160;17/5/2023;9,858;6%;Baik
May-23;BB891;0;0;0;0;0;0;0;0;0;100;17/5/2023;9,86;10%;Baik
May-23;BB1510;0;0;0;0;0;0;0;0;0;160;17/5/2023;20,184;13%;Baik
May-23;BB1320;5500;1;865,9;0;0;0;5500;1;865,9;160;17/5/2023;115,208;72%;Cukup
May-23;BB656;26200;7;1271,6;200100;13;10383;226300;20;11654,6;160;17/5/2023;61,953;39%;Baik
May-23;BB679;0;0;0;105000;1;28176;105000;1;28176;100;17/5/2023;114,525;115%;Buruk
May-23;BB983;0;0;0;53000;1;2120;53000;1;2120;160;17/5/2023;3,521;2%;Baik
May-23;BC100;0;0;0;147000;1;5880;147000;1;5880;160;17/5/2023;0,68;0%;Baik
May-23;BC003;199000;134;8837,7;303900;37;48352;502900;171;57189,7;200;17/5/2023;22,896;11%;Baik
May-23;BC1069;0;0;0;0;0;0;0;0;0;200;17/5/2023;15,872;8%;Baik
May-23;BC195;426700;114;18095;210100;66;58261;636800;180;76356;200;17/5/2023;108,37;54%;Baik
May-23;BC725;110300;151;6854,2;60850;50;17962;171150;201;24816,2;160;17/5/2023;31,069;19%;Baik
May-23;BC278;47100;21;2139,5;142100;14;18061;189200;35;20200,5;100;17/5/2023;23,82;24%;Baik
May-23;BC206;4900;5;560,3;179400;4;30004;184300;9;30564,3;200;17/5/2023;59,159;30%;Baik
May-23;BC532;0;0;0;197000;1;57537;197000;1;57537;250;17/5/2023;87,947;35%;Baik
May-23;BC512;11000;2;1089,8;123600;34;30157;134600;36;31246,8;160;17/5/2023;52,134;33%;Baik
May-23;BC654;95900;27;3559,9;20900;9;4654;116800;36;8213,9;200;17/5/2023;26,982;13%;Baik
May-23;BC653;131900;18;7544,5;132600;25;20939;264500;43;28483,5;200;17/5/2023;30,37;15%;Baik
May-23;BC850;0;0;0;72500;3;7284;72500;3;7284;100;17/5/2023;19,269;19%;Baik
May-23;BC300;167050;112;8896,7;132450;131;38735;299500;243;47631,7;100;17/5/2023;46,695;47%;Baik
May-23;BC049;495150;322;21222,4;74350;156;32258;569500;478;53480,4;200;17/5/2023;97,157;49%;Baik
May-23;BC405;286800;302;17511,8;78750;180;40253;365550;482;57764,8;200;17/5/2023;97,877;49%;Baik
May-23;BC712;182300;152;9210,4;41200;75;14770;223500;227;23980,4;100;17/5/2023;46,257;46%;Baik
May-23;BC642;169350;89;8098,8;55400;63;16737;224750;152;24835,8;200;17/5/2023;50,096;25%;Baik
May-23;BC649;168000;137;9527,4;49800;136;25404;217800;273;34931,4;160;17/5/2023;52,058;33%;Baik
May-23;BC192;284700;310;12916,7;31650;165;30006;316350;475;42922,7;160;17/5/2023;74,817;47%;Baik
May-23;BC531;656600;586;34986,8;125350;223;52131;781950;809;87117,8;160;17/5/2023;118,984;74%;Cukup
May-23;BC017;243450;248;10023,6;56850;172;33233;300300;420;43256,6;160;17/5/2023;72,3;45%;Baik
May-23;BC199;407450;496;19649,4;59250;237;42156;466700;733;61805,4;150;17/5/2023;92,92;62%;Cukup
May-23;BC250;68000;53;2920,8;30600;75;15773;98600;128;18693,8;100;17/5/2023;34,703;35%;Baik
May-23;BC481;304100;206;15661,6;64500;126;33618;368600;332;49279,6;160;17/5/2023;76,399;48%;Baik
May-23;BC675;0;0;0;202500;2;10273;202500;2;10273;250;17/5/2023;78,2;31%;Baik
May-23;BC196;106300;104;5158,8;94100;154;35697;200400;258;40855,8;200;17/5/2023;65,735;33%;Baik
May-23;BC118;190100;141;9673;80450;155;35130;270550;296;44803;160;17/5/2023;52,132;33%;Baik
May-23;BC306;244000;254;10646,1;74450;174;41895;318450;428;52541,1;160;17/5/2023;83,247;52%;Baik
May-23;BC072;352400;350;18001,3;80750;249;47606;433150;599;65607,3;200;17/5/2023;116,708;58%;Baik
May-23;BC529;521800;415;30295,4;109000;186;41500;630800;601;71795,4;250;17/5/2023;118,98;48%;Baik
May-23;BC619;418200;348;23591,1;48200;182;33794;466400;530;57385,1;160;17/5/2023;104,754;65%;Cukup
May-23;BC388;0;0;0;105000;1;4200;105000;1;4200;100;17/5/2023;31,279;31%;Baik
May-23;BC797;77900;68;4184,7;39850;91;20426;117750;159;24610,7;100;17/5/2023;40,81;41%;Baik
May-23;BC214;176100;153;10771;26400;129;24313;202500;282;35084;100;17/5/2023;63,681;64%;Cukup
May-23;BC355;242000;230;12389,6;34400;165;34514;276400;395;46903,6;150;17/5/2023;84,364;56%;Baik
May-23;BB1090;412400;93;26684,5;264400;6;26698;676800;99;53382,5;100;17/5/2023;10,176;10%;Baik
May-23;BB1241;237650;257;13440;89500;177;40710;327150;434;54150;100;17/5/2023;68,607;69%;Cukup
May-23;BB265;422750;514;24455,5;73250;174;36297;496000;688;60752,5;160;17/5/2023;99,706;62%;Cukup
May-23;BB647;128850;68;6887,7;24650;63;12011;153500;131;18898,7;100;17/5/2023;117,965;118%;Buruk
May-23;BB251;204800;277;14721,9;160200;158;41485;365000;435;56206,9;200;17/5/2023;74,374;37%;Baik
May-23;BB673;541600;522;26712,9;137250;195;43431;678850;717;70143,9;100;17/5/2023;102,247;102%;Buruk
May-23;BB353;740850;1125;48048,5;148850;143;31745;889700;1268;79793,5;200;17/5/2023;129,778;65%;Cukup
May-23;BB900;437500;387;16358;31300;44;10574;468800;431;26932;100;17/5/2023;67,785;68%;Cukup
May-23;BB066;81800;32;5300;168900;32;20291;250700;64;25591;160;18/5/2023;14,368;9%;Baik
May-23;BB158;33000;7;1367,2;222800;11;26396;255800;18;27763,2;160;18/5/2023;101,911;64%;Cukup
May-23;BB848;0;0;0;197000;1;12672;197000;1;12672;200;18/5/2023;51,196;26%;Baik
May-23;BB905;0;0;0;164000;1;6560;164000;1;6560;250;18/5/2023;49,343;20%;Baik
May-23;BB1410;0;0;0;0;0;0;0;0;0;100;18/5/2023;60,371;60%;Cukup
May-23;BB012;189200;32;8126,4;152800;29;32393;342000;61;40519,4;160;18/5/2023;74,715;47%;Baik
May-23;BB397;369800;79;6127,1;196900;31;37875;566700;110;44002,1;200;18/5/2023;78,023;39%;Baik
May-23;BB599;135700;36;7883;254000;74;56844;389700;110;64727;200;18/5/2023;158,25;79%;Cukup
May-23;BB1262;0;0;0;66000;1;8202;66000;1;8202;160;18/5/2023;35,684;22%;Baik
May-23;BB820;0;0;0;105000;1;26525;105000;1;26525;100;18/5/2023;36,373;36%;Baik
May-23;BB176;149800;29;8179,2;289300;24;31644;439100;53;39823,2;250;18/5/2023;131,729;53%;Baik
May-23;BB1159;0;0;0;213000;2;18500;213000;2;18500;160;18/5/2023;37,066;23%;Baik
May-23;BB279;91700;20;3555;338350;59;50548;430050;79;54103;200;18/5/2023;111,711;56%;Baik
May-23;BB033;196900;51;13063,6;312300;96;72444;509200;147;85507,6;200;18/5/2023;130,112;65%;Cukup
May-23;BB257;227700;75;18245,3;235800;124;67456;463500;199;85701,3;250;18/5/2023;118,203;47%;Baik
May-23;BB052;317100;65;23805,7;354000;85;63573;671100;150;87378,7;250;18/5/2023;140,646;56%;Baik
May-23;BB046;166600;46;10281,5;138700;74;37571;305300;120;47852,5;160;18/5/2023;83,278;52%;Baik
May-23;BB045;512200;93;16546,6;213500;78;41907;725700;171;58453,6;200;18/5/2023;78,431;39%;Baik
May-23;BB227;450700;831;37439,5;146500;162;27985;597200;993;65424,5;200;18/5/2023;125,515;63%;Cukup
May-23;BB1073;357700;484;21563,4;59250;210;37607;416950;694;59170,4;100;18/5/2023;84,946;85%;Kurang
May-23;BB1128;40200;11;746,7;175700;9;19547;215900;20;20293,7;100;18/5/2023;106,562;107%;Buruk
May-23;BB1239;8800;2;1089,8;114300;15;12713;123100;17;13802,8;100;18/5/2023;48,19;48%;Baik
May-23;BB1252;626550;1153;51070,6;83550;148;31196;710100;1301;82266,6;160;18/5/2023;94,089;59%;Baik
May-23;BB711;51500;13;3012,5;174600;11;14527;226100;24;17539,5;100;18/5/2023;78,839;79%;Cukup
May-23;BB1064;0;0;0;0;0;0;0;0;0;100;18/5/2023;28,862;29%;Baik
May-23;BB774;487400;72;25193,3;155200;42;25779;642600;114;50972,3;200;18/5/2023;38,887;19%;Baik
May-23;BB1085;1655500;213;102644,8;334100;33;48291;1989600;246;150935,8;100;18/5/2023;54,377;54%;Baik
May-23;BB1068;0;0;0;66000;1;10070;66000;1;10070;250;18/5/2023;42,725;17%;Baik
May-23;BB1051;136400;12;1781,5;307800;23;22977;444200;35;24758,5;100;18/5/2023;85,889;86%;Kurang
May-23;BB564;572600;700;31514,2;73050;138;27005;645650;838;58519,2;100;20/5/2023;50,6;51%;Baik
May-23;BB990;0;0;0;82500;1;6623;82500;1;6623;100;20/5/2023;38,808;39%;Baik
May-23;BB1235;395700;232;20005,8;25200;2;3173;420900;234;23178,8;100;20/5/2023;51,75;52%;Baik
May-23;BB834;196300;78;9281,4;15400;7;2753;211700;85;12034,4;160;20/5/2023;53,82;34%;Baik
May-23;BB835;538200;247;32014,9;65100;43;17376;603300;290;49390,9;200;20/5/2023;58,88;29%;Baik
May-23;BB1322;35600;8;2875,3;2200;1;88;37800;9;2963,3;100;20/5/2023;58,88;59%;Baik
May-23;BB1217;673700;373;32978,2;5700;3;1511;679400;376;34489,2;100;20/5/2023;51,98;52%;Baik
May-23;BB1219;284300;206;21410,6;900;1;345;285200;207;21755,6;100;20/5/2023;56,12;56%;Baik
May-23;BB1218;354500;201;22511,1;33900;3;1502;388400;204;24013,1;160;20/5/2023;50,83;32%;Baik
May-23;BB947;265400;201;18108;14100;3;1856;279500;204;19964;160;20/5/2023;57,27;36%;Baik
May-23;BB967;256800;191;19804,9;0;0;0;256800;191;19804,9;200;20/5/2023;55,89;28%;Baik
May-23;BE365;0;0;0;53000;1;10906;53000;1;10906;100;22/5/2023;11,968;12%;Baik
May-23;BE1922;0;0;0;66000;1;3393;66000;1;3393;100;22/5/2023;27,883;28%;Baik
May-23;BE767;247300;145;9799;180900;81;31397;428200;226;41196;200;22/5/2023;65,542;33%;Baik
May-23;BE1338;4400;2;129,9;58000;2;26454;62400;4;26583,9;100;22/5/2023;35,845;36%;Baik
May-23;BE080;286600;206;13169,1;204000;136;54093;490600;342;67262,1;100;22/5/2023;40,371;40%;Baik
May-23;BE894;448850;448;24651;46800;170;29199;495650;618;53850;160;22/5/2023;89,051;56%;Baik
May-23;BE1094;254800;337;13008,2;58450;170;23348;313250;507;36356,2;160;22/5/2023;132,346;83%;Kurang
May-23;BE682;2200;2;1282;61500;11;6794;63700;13;8076;100;22/5/2023;41,91;42%;Baik
May-23;BE1420;608950;306;27762;200250;94;41134;809200;400;68896;160;22/5/2023;90,337;56%;Baik
May-23;BE205;16500;3;817,5;10600;1;2927;27100;4;3744,5;100;22/5/2023;104,447;104%;Buruk
May-23;BE801;683450;443;28898,9;92350;159;46174;775800;602;75072,9;160;22/5/2023;149,394;93%;Kurang
May-23;BE800;231600;101;10858,9;33000;55;17180;264600;156;28038,9;100;22/5/2023;85,168;85%;Kurang
May-23;BE1516;78900;43;5827,2;27900;36;11991;106800;79;17818,2;100;22/5/2023;80,728;81%;Kurang
May-23;BE1799;309200;333;14409,4;102800;61;23532;412000;394;37941,4;100;22/5/2023;85,212;85%;Kurang
May-23;BE1042;440900;184;26564,3;131600;62;31012;572500;246;57576,3;160;22/5/2023;124,517;78%;Cukup
May-23;BB127;357600;27;7142;512000;39;70981;869600;66;78123;200;22/5/2023;96,086;48%;Baik
May-23;BB945;0;0;0;66000;1;5793;66000;1;5793;100;22/5/2023;21,17;21%;Baik
May-23;BB1326;0;0;0;53000;1;2363;53000;1;2363;100;22/5/2023;1,628;2%;Baik
May-23;BB783;83600;9;4146,6;186500;18;19974;270100;27;24120,6;200;22/5/2023;52,115;26%;Baik
May-23;BB1042;5500;1;43,3;111700;9;12801;117200;10;12844,3;100;22/5/2023;41,662;42%;Baik
May-23;BB466;29700;12;1787,1;206700;26;15789;236400;38;17576,1;160;22/5/2023;18,613;12%;Baik
May-23;BB717;0;0;0;82500;1;8112;82500;1;8112;100;22/5/2023;17,206;17%;Baik
May-23;BB467;42900;4;4594,9;464000;36;47410;506900;40;52004,9;100;22/5/2023;39,562;40%;Baik
May-23;BB1140;0;0;0;69500;2;2780;69500;2;2780;200;22/5/2023;72,534;36%;Baik
May-23;BC478;288400;156;16740,1;24200;16;6801;312600;172;23541,1;100;23/5/2023;27,042;27%;Baik
May-23;BC677;177200;104;7982,3;298700;38;49833;475900;142;57815,3;100;23/5/2023;29,493;29%;Baik
May-23;BC706;0;0;0;197000;1;7880;197000;1;7880;200;23/5/2023;58,912;29%;Baik
May-23;BC1092;0;0;0;0;0;0;0;0;0;200;23/5/2023;43,248;22%;Baik
May-23;BC1004;0;0;0;0;0;0;0;0;0;160;23/5/2023;16,808;11%;Baik
May-23;BC034;242200;83;15339,5;79400;38;21397;321600;121;36736,5;160;23/5/2023;67,745;42%;Baik
May-23;BC803;491900;127;20311,1;132900;74;33685;624800;201;53996,1;100;23/5/2023;65,691;66%;Cukup
May-23;BC274;70800;21;4764,8;40900;40;22249;111700;61;27013,8;160;23/5/2023;43,235;27%;Baik
May-23;BC656;258800;107;14401,4;189400;30;41113;448200;137;55514,4;100;23/5/2023;29,976;30%;Baik
May-23;BC338;0;0;0;197000;1;7880;197000;1;7880;160;23/5/2023;75,147;47%;Baik
May-23;BC663;620100;352;38354,5;139100;61;30160;759200;413;68514,5;160;23/5/2023;88,838;56%;Baik
May-23;BC353;0;0;0;158000;5;9870;158000;5;9870;160;23/5/2023;26,939;17%;Baik
May-23;BC036;51100;8;3368,4;80100;33;27358;131200;41;30726,4;200;23/5/2023;19,537;10%;Baik
May-23;BC254;309300;67;9503,6;81200;55;38834;390500;122;48337,6;200;23/5/2023;27,975;14%;Baik
May-23;BC255;81400;17;3929,3;72400;25;14988;153800;42;18917,3;200;23/5/2023;22,279;11%;Baik
May-23;BC905;0;0;0;197000;1;34848;197000;1;34848;200;23/5/2023;21,107;11%;Baik
May-23;BC418;0;0;0;147000;1;5880;147000;1;5880;160;23/5/2023;5,229;3%;Baik
May-23;BC236;191100;27;13941,5;97900;16;18398;289000;43;32339,5;100;23/5/2023;30,907;31%;Baik
May-23;BC241;141500;33;7034,2;49700;25;12602;191200;58;19636,2;200;23/5/2023;37,988;19%;Baik
May-23;BC948;0;0;0;0;0;0;0;0;0;100;23/5/2023;10,199;10%;Baik
May-23;BC1111;0;0;0;0;0;0;0;0;0;160;23/5/2023;7,748;5%;Baik
May-23;BC637;97300;84;3837,3;57550;28;8875;154850;112;12712,3;100;23/5/2023;14,731;15%;Baik
May-23;BC349;63100;16;2768;29200;21;7816;92300;37;10584;160;23/5/2023;19,592;12%;Baik
May-23;BC132;334600;237;13522,9;183100;129;37398;517700;366;50920,9;160;23/5/2023;57,04;36%;Baik
May-23;BC627;0;0;0;41500;1;1660;41500;1;1660;100;23/5/2023;7,027;7%;Baik
May-23;BC497;341700;188;17521,5;141900;68;23275;483600;256;40796,5;160;23/5/2023;58,875;37%;Baik
May-23;BC904;0;0;0;66000;1;9798;66000;1;9798;100;23/5/2023;5,683;6%;Baik
May-23;BC443;0;0;0;230000;2;16970;230000;2;16970;250;23/5/2023;38,649;15%;Baik
May-23;BC703;0;0;0;66000;1;21681;66000;1;21681;100;23/5/2023;33,704;34%;Baik
May-23;BC056;0;0;0;197000;1;12758;197000;1;12758;200;23/5/2023;72,851;36%;Baik
May-23;BC704;195100;52;8197,8;94200;5;22064;289300;57;30261,8;100;23/5/2023;70,633;71%;Cukup
May-23;BC888;0;0;0;197000;1;30268;197000;1;30268;200;23/5/2023;52,598;26%;Baik
May-23;BC998;0;0;0;0;0;0;0;0;0;250;23/5/2023;45,076;18%;Baik
May-23;BH1075;0;0;0;0;0;0;0;0;0;160;23/5/2023;29,077;18%;Baik
May-23;BH951;0;0;0;83000;2;4597;83000;2;4597;160;23/5/2023;15,477;10%;Baik
May-23;BC344;0;0;0;105000;1;10659;105000;1;10659;200;23/5/2023;41,773;21%;Baik
May-23;BC533;0;0;0;197000;1;17975;197000;1;17975;200;23/5/2023;43,644;22%;Baik
May-23;BE926;0;0;0;124000;2;4960;124000;2;4960;160;23/5/2023;14,494;9%;Baik
May-23;BE035;0;0;0;0;0;0;0;0;0;100;23/5/2023;12,652;13%;Baik
May-23;BC841;0;0;0;197000;1;7880;197000;1;7880;250;23/5/2023;38,875;16%;Baik
May-23;BH749;0;0;0;105000;1;4200;105000;1;4200;160;23/5/2023;13,17;8%;Baik
May-23;BH956;0;0;0;33000;1;1320;33000;1;1320;160;23/5/2023;20,298;13%;Baik
May-23;BH869;0;0;0;92600;3;8197;92600;3;8197;160;23/5/2023;17,277;11%;Baik
May-23;BE658;508100;227;30543,7;198700;61;41450;706800;288;71993,7;160;23/5/2023;86,074;54%;Baik
May-23;BE1771;3500;1;544,9;63600;7;9923;67100;8;10467,9;100;23/5/2023;28,078;28%;Baik
May-23;BE1755;0;0;0;41500;1;4468;41500;1;4468;100;23/5/2023;20,926;21%;Baik
May-23;BE1336;0;0;0;82500;1;16072;82500;1;16072;100;23/5/2023;39,129;39%;Baik
May-23;BE1426;0;0;0;33000;1;9774;33000;1;9774;100;23/5/2023;28,314;28%;Baik
May-23;BH180;467150;291;20572,9;76500;146;41695;543650;437;62267,9;160;23/5/2023;120,015;75%;Cukup
May-23;BH181;277900;156;11236,9;53100;87;22465;331000;243;33701,9;160;23/5/2023;52,437;33%;Baik
May-23;BH986;0;0;0;53000;1;6978;53000;1;6978;160;23/5/2023;29,523;18%;Baik
May-23;BH155;313600;117;23236,8;57600;155;45481;371200;272;68717,8;200;23/5/2023;101,726;51%;Baik
May-23;BH154;199900;114;12635,9;48400;82;21388;248300;196;34023,9;200;23/5/2023;48,587;24%;Baik
May-23;BH275;224800;168;12791,1;28000;125;28191;252800;293;40982,1;160;23/5/2023;60,126;38%;Baik
May-23;BH630;98700;54;5231;14400;64;15744;113100;118;20975;250;23/5/2023;30,909;12%;Baik
May-23;BD517;263500;249;11479,7;14000;17;2668;277500;266;14147,7;200;23/5/2023;25,016;13%;Baik
May-23;BD568;398350;568;23557,7;86800;223;40966;485150;791;64523,7;100;23/5/2023;59,8;60%;Baik
May-23;BH457;411700;263;19961,5;57300;144;36520;469000;407;56481,5;250;23/5/2023;95,742;38%;Baik
May-23;BD795;562500;762;34314,8;105200;129;33441;667700;891;67755,8;100;23/5/2023;45,254;45%;Baik
May-23;BD072;432250;609;25210,2;135950;189;36191;568200;798;61401,2;250;23/5/2023;62,775;25%;Baik
May-23;BH092;189300;111;11827,2;37950;119;27347;227250;230;39174,2;160;23/5/2023;63,198;39%;Baik
May-23;BH053;259400;151;17469,3;40200;92;20697;299600;243;38166,3;160;23/5/2023;67,683;42%;Baik
May-23;BH608;19800;11;2563,6;33100;20;8843;52900;31;11406,6;250;23/5/2023;23,1;9%;Baik
May-23;BD1046;1300;1;32,1;53000;1;3596;54300;2;3628,1;100;23/5/2023;6,372;6%;Baik
May-23;BD1118;3600;4;137,2;53900;2;3009;57500;6;3146,2;160;23/5/2023;1,392;1%;Baik
May-23;BH145;187600;130;10898,6;51000;130;32366;238600;260;43264,6;200;23/5/2023;77,392;39%;Baik
May-23;BH049;175800;141;9977,6;46100;93;25029;221900;234;35006,6;100;23/5/2023;46,69;47%;Baik
May-23;BD646;0;0;0;240000;1;15843;240000;1;15843;250;23/5/2023;7,201;3%;Baik
May-23;BH257;101900;65;4638,6;23300;137;23794;125200;202;28432,6;160;23/5/2023;39,963;25%;Baik
May-23;BH054;245600;194;17083,7;40900;204;40917;286500;398;58000,7;160;23/5/2023;97,713;61%;Cukup
May-23;BD402;555300;682;29081,7;161850;208;55659;717150;890;84740,7;100;23/5/2023;47,705;48%;Baik
May-23;BD1017;78600;46;6266,6;61600;8;6937;140200;54;13203,6;200;23/5/2023;69,46;35%;Baik
